MovieID,Title,Genres,PredictedRating
1155,"Invitation, The (Zaproszenie) (1986)",Drama,0.8679285049438477
2425,"General, The (1998)",Crime,0.8677094578742981
3678,"Man with the Golden Arm, The (1955)",Drama,0.867510974407196
1191,Madonna: Truth or Dare (1991),Documentary,0.8672588467597961
2976,Bringing Out the Dead (1999),Drama|Horror,0.8672090172767639
2866,"Buddy Holly Story, The (1978)",Drama,0.8672031760215759
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,0.8671305775642395
3321,"Waiting Game, The (2000)",Comedy,0.8670324087142944
2205,Mr. & Mrs. Smith (1941),Comedy,0.8669888377189636
853,Dingo (1992),Drama,0.8669638633728027
2164,Surf Nazis Must Die (1987),Drama,0.8665117025375366
2924,Drunken Master (Zui quan) (1979),Action|Comedy,0.8661956191062927
3241,"Cup, The (Phörpa) (1999)",Comedy,0.866132378578186
1177,Enchanted April (1991),Drama,0.8658827543258667
2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller,0.8658584356307983
3203,Dead Calm (1989),Thriller,0.8657581806182861
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,0.8656321167945862
2875,Sommersby (1993),Drama|Mystery|Romance,0.8653277158737183
3125,"End of the Affair, The (1999)",Drama,0.8648054003715515
193,Showgirls (1995),Drama,0.8645763397216797
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,0.8645567893981934
1848,"Borrowers, The (1997)",Adventure|Children's|Comedy|Fantasy,0.8644207119941711
862,Manny & Lo (1996),Drama,0.8643868565559387
1271,Fried Green Tomatoes (1991),Drama,0.8643313646316528
1084,Bonnie and Clyde (1967),Crime|Drama,0.864325225353241
3120,"Distinguished Gentleman, The (1992)",Comedy,0.8642479181289673
3669,Stay Tuned (1992),Comedy,0.8641034960746765
908,North by Northwest (1959),Drama|Thriller,0.8637782335281372
1114,"Funeral, The (1996)",Drama,0.8637260794639587
2741,No Mercy (1986),Action|Thriller,0.863506555557251
1406,"Cérémonie, La (1995)",Drama,0.8635004162788391
2165,Your Friends and Neighbors (1998),Drama,0.8634995222091675
1035,"Sound of Music, The (1965)",Musical,0.8633244633674622
2910,"Ennui, L' (1998)",Drama|Romance,0.8632862567901611
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,0.8632351756095886
3382,Song of Freedom (1936),Drama,0.8631060719490051
2755,Light of Day (1987),Drama,0.862930953502655
3041,Meatballs Part II (1984),Comedy,0.8626396059989929
869,Kansas City (1996),Crime,0.8625881671905518
3236,Zachariah (1971),Western,0.8625321388244629
3673,Benji the Hunted (1987),Adventure|Children's,0.8622716665267944
971,Cat on a Hot Tin Roof (1958),Drama,0.8619276285171509
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Drama,0.8618494272232056
134,Sonic Outlaws (1995),Documentary,0.8616447448730469
1398,In Love and War (1996),Romance|War,0.861485481262207
3229,Another Man's Poison (1952),Crime|Drama,0.8614360094070435
1767,Music From Another Room (1998),Drama|Romance,0.8613737225532532
838,Emma (1996),Comedy|Drama|Romance,0.8613274693489075
40,"Cry, the Beloved Country (1995)",Drama,0.8613250255584717
721,Halfmoon (Paul Bowles - Halbmond) (1995),Drama,0.8611721992492676
443,"Endless Summer 2, The (1994)",Documentary,0.8610221147537231
699,To Cross the Rubicon (1991),Drama,0.8607139587402344
466,Hot Shots! Part Deux (1993),Action|Comedy|War,0.8607116937637329
3414,Love Is a Many-Splendored Thing (1955),Romance,0.8606383204460144
1950,In the Heat of the Night (1967),Drama|Mystery,0.8604943752288818
1180,Hear My Song (1991),Comedy,0.8604826927185059
287,Nina Takes a Lover (1994),Comedy|Romance,0.8603757619857788
3435,Double Indemnity (1944),Crime|Film-Noir,0.8602805137634277
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,0.8600538372993469
808,Alaska (1996),Adventure|Children's,0.8599642515182495
3367,"Devil's Brigade, The (1968)",War,0.8598588109016418
901,Funny Face (1957),Comedy|Musical,0.859842836856842
1207,To Kill a Mockingbird (1962),Drama,0.8598326444625854
88,Black Sheep (1996),Comedy,0.8597517609596252
1178,Paths of Glory (1957),Drama|War,0.8597491979598999
2143,Legend (1985),Adventure|Fantasy|Romance,0.8596567511558533
2921,High Plains Drifter (1972),Western,0.8596062064170837
144,"Brothers McMullen, The (1995)",Comedy,0.8595035672187805
1121,Glory Daze (1996),Drama,0.8594959378242493
123,Chungking Express (1994),Drama|Mystery|Romance,0.8594913482666016
2879,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy,0.859480619430542
859,"Hippie Revolution, The (1996)",Documentary,0.8594636917114258
1849,Prince Valiant (1997),Adventure,0.8593615293502808
1077,Sleeper (1973),Comedy|Sci-Fi,0.8591930866241455
1770,B. Monkey (1998),Romance|Thriller,0.8590164184570312
2743,Native Son (1986),Drama,0.8590088486671448
867,Carpool (1996),Comedy|Crime,0.858998715877533
2882,Jakob the Liar (1999),Drama,0.8588834404945374
2005,"Goonies, The (1985)",Adventure|Children's|Fantasy,0.8587980270385742
2709,Muppets From Space (1999),Children's|Comedy,0.8587772250175476
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,0.8587443232536316
2028,Saving Private Ryan (1998),Action|Drama|War,0.8585627675056458
46,How to Make an American Quilt (1995),Drama|Romance,0.8585304021835327
1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,0.8579639792442322
2599,Election (1999),Comedy,0.8578699827194214
958,Lady of Burlesque (1943),Comedy|Mystery,0.8577470183372498
844,"Story of Xinghua, The (1993)",Drama,0.8572806715965271
904,Rear Window (1954),Mystery|Thriller,0.8570338487625122
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,0.8565777540206909
1603,Mimic (1997),Sci-Fi|Thriller,0.8565650582313538
886,Bulletproof (1996),Action,0.8564256429672241
2378,Police Academy (1984),Comedy,0.855995774269104
1720,Time Tracers (1995),Action|Adventure|Sci-Fi,0.8558198809623718
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,0.8558182120323181
1159,Love in Bloom (1935),Romance,0.8556447625160217
1944,From Here to Eternity (1953),Drama|Romance|War,0.8556032180786133
1192,Paris Is Burning (1990),Documentary,0.8554306626319885
1371,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,0.8553770780563354
1025,"Sword in the Stone, The (1963)",Animation|Children's,0.8549720644950867
1174,Grosse Fatigue (1994),Comedy,0.8549524545669556
329,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,0.8548518419265747
576,Fausto (1993),Comedy,0.8547689318656921
653,Dragonheart (1996),Action|Adventure|Fantasy,0.8547394871711731
2723,Mystery Men (1999),Action|Adventure|Comedy,0.8547077775001526
1563,Dream With the Fishes (1997),Drama,0.8543878197669983
1186,"Sex, Lies, and Videotape (1989)",Drama,0.8542650938034058
116,Anne Frank Remembered (1995),Documentary,0.8542364835739136
2592,"Joyriders, The (1999)",Drama,0.8539267182350159
1771,Night Flier (1997),Horror,0.8538100123405457
2024,"Rapture, The (1991)",Drama|Mystery,0.8537155389785767
2847,Only Angels Have Wings (1939),Drama,0.853683590888977
2867,Fright Night (1985),Comedy|Horror,0.8534889221191406
2521,Airport 1975 (1974),Drama,0.8534591197967529
2936,Sullivan's Travels (1942),Comedy,0.8534565567970276
2137,Charlotte's Web (1973),Animation|Children's,0.8532770276069641
2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,0.8532573580741882
460,Getting Even with Dad (1994),Comedy,0.8530642986297607
316,Stargate (1994),Action|Adventure|Sci-Fi,0.8528578877449036
1628,"Locusts, The (1997)",Drama,0.8527781367301941
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,0.8527018427848816
1212,"Third Man, The (1949)",Mystery|Thriller,0.8526571393013
2862,Caligula (1980),Drama,0.8523318767547607
2446,In Dreams (1999),Thriller,0.8522769808769226
1131,Jean de Florette (1986),Drama,0.8521763682365417
3028,"Taming of the Shrew, The (1967)",Comedy,0.851869523525238
314,"Secret of Roan Inish, The (1994)",Drama,0.8517482876777649
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,0.8515883684158325
2201,"Paradine Case, The (1947)",Drama,0.8515182733535767
2872,Excalibur (1981),Action|Drama|Fantasy|Romance,0.851355791091919
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,0.8513292670249939
3179,Angela's Ashes (1999),Drama,0.8511440753936768
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,0.8507429361343384
2299,"Battle of the Sexes, The (1959)",Comedy,0.850408673286438
216,Billy Madison (1995),Comedy,0.8501158356666565
1118,Tashunga (1995),Adventure|Western,0.8501056432723999
744,Brothers in Trouble (1995),Drama,0.8500742316246033
3412,"Bear, The (1988)",Adventure,0.8499978184700012
3131,Broadway Damage (1997),Comedy,0.8496419191360474
2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror,0.8496043086051941
3274,Single White Female (1992),Action,0.8494545817375183
94,Beautiful Girls (1996),Drama,0.8494032621383667
3107,Backdraft (1991),Action|Drama,0.8491925597190857
709,Oliver & Company (1988),Animation|Children's,0.8491382598876953
1485,Liar Liar (1997),Comedy,0.848900318145752
3189,My Dog Skip (1999),Comedy,0.8488839268684387
855,Every Other Weekend (1990),Drama,0.8485520482063293
1781,"Further Gesture, A (1996)",Drama,0.8484642505645752
3441,Red Dawn (1984),Action|War,0.8481054306030273
2717,Ghostbusters II (1989),Comedy|Horror,0.8480290770530701
1164,Two or Three Things I Know About Her (1966),Drama,0.8479271531105042
1135,Private Benjamin (1980),Comedy,0.8475548624992371
442,Demolition Man (1993),Action|Sci-Fi,0.8474394083023071
1953,"French Connection, The (1971)",Action|Crime|Drama|Thriller,0.8473663330078125
2523,Rollercoaster (1977),Drama|Thriller,0.847309947013855
2347,"Pope of Greenwich Village, The (1984)",Action,0.8472545742988586
298,Pushing Hands (1992),Comedy,0.8471341729164124
1281,"Great Dictator, The (1940)",Comedy,0.846728503704071
2748,Allan Quartermain and the Lost City of Gold (1987),Action|Adventure,0.8466721773147583
888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,0.846352219581604
1133,Talking About Sex (1994),Comedy|Drama,0.8463043570518494
569,Little Big League (1994),Children's|Comedy,0.8462457060813904
848,"Spitfire Grill, The (1996)",Drama,0.8462110161781311
1759,Four Days in September (1997),Drama,0.8461737632751465
3063,Poison Ivy (1992),Thriller,0.8460727334022522
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,0.8460678458213806
2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,0.8458006978034973
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,0.8457058668136597
2013,"Poseidon Adventure, The (1972)",Action|Adventure,0.8455917239189148
1167,Dear God (1996),Comedy,0.8450154066085815
3035,Mister Roberts (1955),Comedy|Drama|War,0.8448649048805237
3546,What Ever Happened to Baby Jane? (1962),Drama|Thriller,0.8448185324668884
1782,Little City (1998),Comedy|Romance,0.8446458578109741
2965,"Omega Code, The (1999)",Action,0.8445368409156799
801,Harriet the Spy (1996),Children's|Comedy,0.8444104194641113
3234,Train Ride to Hollywood (1978),Comedy,0.8444089889526367
1136,Monty Python and the Holy Grail (1974),Comedy,0.8442326784133911
1773,Tokyo Fist (1995),Action|Drama,0.8442276120185852
2652,"Curse of Frankenstein, The (1957)",Horror,0.8440925478935242
299,Priest (1994),Drama,0.8440687656402588
1208,Apocalypse Now (1979),Drama|War,0.8440287113189697
3565,Where the Heart Is (2000),Comedy|Drama,0.8439022898674011
2821,Male and Female (1919),Adventure|Drama,0.8434791564941406
2121,Cujo (1983),Horror|Thriller,0.8433747887611389
873,Shadow of Angels (Schatten der Engel) (1976),Drama,0.8432672023773193
2961,"Story of Us, The (1999)",Comedy|Drama,0.8432424664497375
3088,Harvey (1950),Comedy,0.8428893685340881
2825,Rosie (1998),Drama,0.8428824543952942
2489,Spanish Fly (1998),Drama,0.8428758978843689
1956,Ordinary People (1980),Drama,0.8426106572151184
510,Poetic Justice (1993),Drama,0.8426029682159424
2605,Entrapment (1999),Crime|Thriller,0.8425949215888977
2760,"Gambler, The (A Játékos) (1997)",Drama,0.8424806594848633
2739,"Color Purple, The (1985)",Drama,0.8424510955810547
3155,Anna and the King (1999),Drama|Romance,0.8424376249313354
1293,Gandhi (1982),Drama,0.8422999978065491
1445,McHale's Navy (1997),Comedy|War,0.8422548174858093
1756,"Prophecy II, The (1998)",Horror,0.8421958684921265
2558,Forces of Nature (1999),Comedy|Romance,0.8420929312705994
3568,Smiling Fish and Goat on Fire (1999),Drama,0.8420808911323547
1132,Manon of the Spring (Manon des sources) (1986),Drama,0.8420486450195312
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,0.8417865037918091
1139,Everything Relative (1996),Drama,0.8416236639022827
1146,Curtis's Charm (1995),Comedy|Drama,0.8415295481681824
1123,"Perfect Candidate, A (1996)",Documentary,0.8412137031555176
1340,Bride of Frankenstein (1935),Horror,0.8410259485244751
1204,Lawrence of Arabia (1962),Adventure|War,0.8408817648887634
1422,Murder at 1600 (1997),Mystery|Thriller,0.8408542275428772
1250,"Bridge on the River Kwai, The (1957)",Drama|War,0.8408347368240356
910,Some Like It Hot (1959),Comedy|Crime,0.8407864570617676
3651,"Blood Spattered Bride, The (La Novia Ensangrentada) (1972)",Horror,0.8407831788063049
600,Love and a .45 (1994),Thriller,0.8405168652534485
1526,Fathers' Day (1997),Comedy,0.840502142906189
866,Bound (1996),Crime|Drama|Romance|Thriller,0.8403351902961731
879,"Relic, The (1997)",Horror,0.8402711153030396
1717,Scream 2 (1997),Horror|Thriller,0.8402329087257385
1027,Robin Hood: Prince of Thieves (1991),Drama,0.840045154094696
2881,Double Jeopardy (1999),Action|Thriller,0.839642345905304
917,"Little Princess, The (1939)",Children's|Drama,0.8395735025405884
2348,Sid and Nancy (1986),Drama,0.8395093083381653
2488,Peeping Tom (1960),Drama|Horror|Thriller,0.8394851088523865
1320,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,0.8393348455429077
515,"Remains of the Day, The (1993)",Drama,0.8392306566238403
3591,Mr. Mom (1983),Comedy|Drama,0.8391821980476379
2771,Brokedown Palace (1999),Drama,0.8386987447738647
1764,Tainted (1998),Comedy|Thriller,0.8386646509170532
297,Panther (1995),Drama,0.8382636308670044
3300,Pitch Black (2000),Action|Sci-Fi,0.8381356596946716
527,Schindler's List (1993),Drama|War,0.8379954099655151
1574,Fall (1997),Romance,0.8379780054092407
1012,Old Yeller (1957),Children's|Drama,0.837888777256012
16,Casino (1995),Drama|Thriller,0.8376608490943909
3572,Carnosaur (1993),Horror|Sci-Fi,0.8376544713973999
1769,"Replacement Killers, The (1998)",Action|Thriller,0.8375853896141052
3055,Felicia's Journey (1999),Thriller,0.8375397324562073
1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,0.8373767137527466
483,King of the Hill (1993),Drama,0.8372937440872192
925,Golden Earrings (1947),Adventure|Romance,0.8369361162185669
2889,"Mystery, Alaska (1999)",Comedy,0.8369103074073792
1055,Shadow Conspiracy (1997),Thriller,0.8368873596191406
1411,Hamlet (1996),Drama,0.8368032574653625
2761,"Iron Giant, The (1999)",Animation|Children's,0.8366696238517761
2818,Iron Eagle IV (1995),Action|War,0.8365718722343445
499,Mr. Wonderful (1993),Comedy|Romance,0.836547315120697
281,Nobody's Fool (1994),Drama,0.8364618420600891
1747,Wag the Dog (1997),Comedy|Drama,0.836456835269928
585,"Brady Bunch Movie, The (1995)",Comedy,0.8364472985267639
2149,House II: The Second Story (1987),Comedy|Horror,0.8361740708351135
3188,"Life and Times of Hank Greenberg, The (1998)",Documentary,0.8361533284187317
207,"Walk in the Clouds, A (1995)",Drama|Romance,0.8361242413520813
1258,"Shining, The (1980)",Horror,0.836108922958374
1316,Anna (1996),Drama,0.8361051082611084
1075,"Sexual Life of the Belgians, The (1994)",Comedy,0.8358766436576843
1124,On Golden Pond (1981),Drama,0.8358675837516785
3197,"Presidio, The (1988)",Action,0.8358598351478577
3277,Beloved/Friend (Amigo/Amado) (1999),Drama,0.8358533978462219
857,Crows and Sparrows (1949),Drama,0.8357380628585815
3624,Shanghai Noon (2000),Action,0.8355168104171753
111,Taxi Driver (1976),Drama|Thriller,0.835456371307373
36,Dead Man Walking (1995),Drama,0.8353400230407715
1476,Private Parts (1997),Comedy|Drama,0.8351148366928101
1130,"Howling, The (1980)",Horror,0.8350540995597839
749,"Man from Down Under, The (1943)",Drama,0.8347128629684448
1224,Henry V (1989),Drama|War,0.8345179557800293
2971,All That Jazz (1979),Musical,0.8344652652740479
208,Waterworld (1995),Action|Adventure,0.8341163396835327
1138,Dadetown (1995),Documentary,0.8338645100593567
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,0.8337680697441101
2762,"Sixth Sense, The (1999)",Thriller,0.8337653279304504
3185,Snow Falling on Cedars (1999),Drama,0.8337385058403015
2712,Eyes Wide Shut (1999),Drama,0.8335373401641846
2407,Cocoon (1985),Comedy|Sci-Fi,0.833476722240448
1144,"Line King: Al Hirschfeld, The (1996)",Documentary,0.8334131836891174
1765,"Letter From Death Row, A (1998)",Crime|Drama,0.8333708047866821
2026,Disturbing Behavior (1998),Horror|Thriller,0.8333685398101807
1100,Days of Thunder (1990),Action|Romance,0.8332947492599487
1242,Glory (1989),Action|Drama|War,0.8332778215408325
9,Sudden Death (1995),Action,0.83316570520401
1877,Little Men (1998),Drama,0.8330160975456238
1820,"Proposition, The (1998)",Drama,0.8330007195472717
1181,"Shooter, The (1995)",Action,0.8329455256462097
324,"Sum of Us, The (1994)",Comedy,0.8328239321708679
2772,Detroit Rock City (1999),Comedy,0.8326470255851746
3586,"Idolmaker, The (1980)",Drama,0.8326350450515747
2731,"400 Blows, The (Les Quatre cents coups) (1959)",Drama,0.8325141072273254
3571,Time Code (2000),Drama,0.8324782848358154
1755,Shooting Fish (1997),Romance,0.8324187994003296
339,While You Were Sleeping (1995),Comedy|Romance,0.8323600888252258
3122,Santa Fe Trail (1940),Drama|Romance|Western,0.8323196172714233
1109,Charm's Incidents (1996),Drama,0.8323031067848206
2917,Body Heat (1981),Crime|Thriller,0.832170307636261
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama,0.8321657776832581
1305,"Paris, Texas (1984)",Drama,0.8320531845092773
1065,"Woman in Question, The (1950)",Mystery,0.8317869305610657
1757,Duoluo tianshi (1995),Drama,0.8317639231681824
2795,Vacation (1983),Comedy,0.831669270992279
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,0.83163982629776
2794,European Vacation (1985),Comedy,0.8316347002983093
48,Pocahontas (1995),Animation|Children's|Musical|Romance,0.8315685987472534
1665,Bean (1997),Comedy,0.8315656185150146
1209,Once Upon a Time in the West (1969),Western,0.8315629363059998
272,"Madness of King George, The (1994)",Drama,0.8312504291534424
3265,Hard-Boiled (Lashou shentan) (1992),Action|Crime,0.8310921788215637
2634,"Mummy, The (1959)",Horror,0.8308284282684326
509,"Piano, The (1993)",Drama|Romance,0.8307836055755615
